node_id_start,node_id_end,rel_type,link,status,start_date,end_date,sourceID
12218941,14081593,registered_address,registered address,,,,Panama Papers
12181379,14061473,registered_address,registered address,,,,Panama Papers
12123899,14025790,registered_address,registered address,,,,Panama Papers
12091959,14001901,registered_address,registered address,,,,Panama Papers
12115778,14014454,registered_address,registered address,,,,Panama Papers
12039142,14001115,registered_address,registered address,,,,Panama Papers
12152476,14035440,registered_address,registered address,,,,Panama Papers
12160246,14040019,registered_address,registered address,,,,Panama Papers
12187694,14067919,registered_address,registered address,,,,Panama Papers
12097311,14003849,registered_address,registered address,,,,Panama Papers
12205226,14065242,registered_address,registered address,,,,Panama Papers
12206032,14081913,registered_address,registered address,,,,Panama Papers
12201783,14063056,registered_address,registered address,,,,Panama Papers
12109392,14011621,registered_address,registered address,,,,Panama Papers
12172261,14047889,registered_address,registered address,,,,Panama Papers
12111571,14015358,registered_address,registered address,,,,Panama Papers
12107353,14011906,registered_address,registered address,,,,Panama Papers
12176113,14062932,registered_address,registered address,,,,Panama Papers
12216304,14079455,registered_address,registered address,,,,Panama Papers
12199163,14077448,registered_address,registered address,,,,Panama Papers
12112541,14016217,registered_address,registered address,,,,Panama Papers
12192605,14060539,registered_address,registered address,,,,Panama Papers
12135172,14030237,registered_address,registered address,,,,Panama Papers
12200298,14065613,registered_address,registered address,,,,Panama Papers
12139032,14027046,registered_address,registered address,,,,Panama Papers
12169220,14056060,registered_address,registered address,,,,Panama Papers
12178750,14063737,registered_address,registered address,,,,Panama Papers
12124719,14020409,registered_address,registered address,,,,Panama Papers
12166343,14045667,registered_address,registered address,,,,Panama Papers
12144052,14031630,registered_address,registered address,,,,Panama Papers
12146539,14031947,registered_address,registered address,,,,Panama Papers
12145014,14032333,registered_address,registered address,,,,Panama Papers
12171111,14048985,registered_address,registered address,,,,Panama Papers
12171193,14049087,registered_address,registered address,,,,Panama Papers
12174229,14049236,registered_address,registered address,,,,Panama Papers
12164885,14044996,registered_address,registered address,,,,Panama Papers
12111186,14012345,registered_address,registered address,,,,Panama Papers
12129433,14024329,registered_address,registered address,,,,Panama Papers
12128106,14024562,registered_address,registered address,,,,Panama Papers
12173206,14049715,registered_address,registered address,,,,Panama Papers
12174701,14050616,registered_address,registered address,,,,Panama Papers
12174698,14050616,registered_address,registered address,,,,Panama Papers
12174847,14050616,registered_address,registered address,,,,Panama Papers
12174835,14050616,registered_address,registered address,,,,Panama Papers
12174799,14050616,registered_address,registered address,,,,Panama Papers
12174683,14050616,registered_address,registered address,,,,Panama Papers
12174672,14050616,registered_address,registered address,,,,Panama Papers
12174829,14050616,registered_address,registered address,,,,Panama Papers
12181204,14056189,registered_address,registered address,,,,Panama Papers
12168297,14044734,registered_address,registered address,,,,Panama Papers
12129330,14028487,registered_address,registered address,,,,Panama Papers
12104489,14011907,registered_address,registered address,,,,Panama Papers
12110894,14012026,registered_address,registered address,,,,Panama Papers
12147281,14032293,registered_address,registered address,,,,Panama Papers
12161704,14048942,registered_address,registered address,,,,Panama Papers
12166204,14044949,registered_address,registered address,,,,Panama Papers
12167630,14045189,registered_address,registered address,,,,Panama Papers
12156989,14045918,registered_address,registered address,,,,Panama Papers
12102684,14012143,registered_address,registered address,,,,Panama Papers
12168569,14055451,registered_address,registered address,,,,Panama Papers
12180965,14055849,registered_address,registered address,,,,Panama Papers
12169831,14056201,registered_address,registered address,,,,Panama Papers
12183694,14056241,registered_address,registered address,,,,Panama Papers
12144774,14032461,registered_address,registered address,,,,Panama Papers
12189661,14052500,registered_address,registered address,,,,Panama Papers
12180779,14052967,registered_address,registered address,,,,Panama Papers
12178190,14050119,registered_address,registered address,,,,Panama Papers
12184777,14059167,registered_address,registered address,,,,Panama Papers
12187342,14059256,registered_address,registered address,,,,Panama Papers
12145289,14031227,registered_address,registered address,,,,Panama Papers
12096027,14002934,registered_address,registered address,,,,Panama Papers
12099019,14003470,registered_address,registered address,,,,Panama Papers
12121913,14022839,registered_address,registered address,,,,Panama Papers
12139979,14033084,registered_address,registered address,,,,Panama Papers
12148460,14033271,registered_address,registered address,,,,Panama Papers
12139770,14027444,registered_address,registered address,,,,Panama Papers
12136750,14027479,registered_address,registered address,,,,Panama Papers
12129916,14028004,registered_address,registered address,,,,Panama Papers
12152985,14036540,registered_address,registered address,,,,Panama Papers
12155740,14036951,registered_address,registered address,,,,Panama Papers
12145256,14036998,registered_address,registered address,,,,Panama Papers
12153006,14037035,registered_address,registered address,,,,Panama Papers
12154113,14037203,registered_address,registered address,,,,Panama Papers
12155709,14037387,registered_address,registered address,,,,Panama Papers
12154961,14037738,registered_address,registered address,,,,Panama Papers
12140331,14033999,registered_address,registered address,,,,Panama Papers
12149232,14034522,registered_address,registered address,,,,Panama Papers
